//////////////////////
//LDU R0 X
//////////////////////
01010 111 35
01010 111 36
01010 111 37
01010 111 38
01010 111 39
01010 111 40
01010 111 41
01010 111 42
01010 111 43
01010 111 44
01010 111 45
01010 111 46
01010 111 47
01010 111 48
01010 111 49
01010 111 50
01010 111 51
01010 111 52
01010 111 53
01010 111 54
01010 111 55
01010 111 56
01010 111 57
01010 111 58
01010 111 59
01010 111 60
01010 111 61
01010 111 62
01010 111 63
01010 111 64
01010 111 65
01010 111 66
01010 111 67
01010 111 68
01010 111 69
01010 111 70
01010 111 71
01010 111 72
01010 111 73
01010 111 74
01010 111 75
01010 111 76
01010 111 77
01010 111 78
01010 111 79
01010 111 80
01010 111 81
01010 111 82
01010 111 83
01010 111 84
01010 111 85
01010 111 86
01010 111 87
01010 111 88
01010 111 89
01010 111 90
01010 111 91
01010 111 92
01010 111 93
01010 111 94
01010 111 95
01010 111 96
01010 111 97
01010 111 98
01010 111 99
01010 111 100
01010 111 101
01010 111 102
01010 111 103
01010 111 104
01010 111 105
01010 111 106
01010 111 107
01010 111 108
01010 111 109
01010 111 110
01010 111 111
01010 111 112
01010 111 113
01010 111 114
01010 111 115
01010 111 116
01010 111 117
01010 111 118
01010 111 119
01010 111 120
01010 111 121
01010 111 122
01010 111 123
01010 111 124
01010 111 125
01010 111 126
01010 111 127
01010 111 128
01010 111 129
01010 111 130
01010 111 131
01010 111 132
01010 111 133
01010 111 134
01010 111 135
01010 111 136
01010 111 137
01010 111 138
01010 111 139
01010 111 140
01010 111 141
01010 111 142
01010 111 143
01010 111 144
01010 111 145
01010 111 146
01010 111 147
01010 111 148
01010 111 149
01010 111 150
01010 111 151
01010 111 152
01010 111 153
01010 111 154
01010 111 155
01010 111 156
01010 111 157
01010 111 158
01010 111 159
01010 111 160
01010 111 161
01010 111 162
01010 111 163
01010 111 164
01010 111 165
01010 111 166
01010 111 167
01010 111 168
01010 111 169
01010 111 170
01010 111 171
01010 111 172
01010 111 173
01010 111 174
01010 111 175
01010 111 176
01010 111 177
01010 111 178
01010 111 179
01010 111 180
01010 111 181
01010 111 182
01010 111 183
01010 111 184
01010 111 185
01010 111 186
01010 111 187
01010 111 188
01010 111 189
01010 111 190
01010 111 191
01010 111 192
01010 111 193
01010 111 194
01010 111 11000011
01010 111 11000100
01010 111 11000101
01010 111 11000110
01010 111 11000111
01010 111 11001000
01010 111 11001001
01010 111 11001010
01010 111 11001011
01010 111 11001100
01010 111 11001101
01010 111 11001110
01010 111 11001111
01010 111 11010000
01010 111 11010001
01010 111 11010010
01010 111 11010011
01010 111 11010100
01010 111 11010101
01010 111 11010110
01010 111 11010111
01010 111 11011000
01010 111 11011001
01010 111 11011010
01010 111 11011011
01010 111 11011100
01010 111 11011101
01010 111 11011110
01010 111 11011111
01010 111 11100000
01010 111 11100001
01010 111 11100010
01010 111 11100011
01010 111 11100100
01010 111 11100101
01010 111 11100110
01010 111 11100111
01010 111 11101000
01010 111 11101001
01010 111 11101010
01010 111 11101011
01010 111 11101100
01010 111 11101101
01010 111 11101110
01010 111 11101111
01010 111 11110000
01010 111 11110001
01010 111 11110010
01010 111 11110011
01010 111 11110100
01010 111 11110101
01010 111 11110110
01010 111 11110111
01010 111 11111000
01010 111 11111001
01010 111 11111010
01010 111 11111011
01010 111 11111100
01010 111 11111101
01010 111 11111110
01010 111 11111111
